Name,ROI,Day,Month,Width,Height,x,y,Class,Label,Status
100_94_17_c5_cp2,100_94_17,100,4,16,16,95.0,26.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,96.0,26.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,97.0,25.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,98.0,25.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,99.0,24.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,100.0,24.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,101.0,23.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,101.0,22.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,102.0,21.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,102.0,15.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,99.0,12.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,97.0,12.0,0,CL,Continued
100_94_17_c5_cp2,100_94_17,100,4,16,16,96.0,11.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,73.0,14.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,72.0,15.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,70.0,15.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,69.0,16.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,68.0,16.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,67.0,17.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,67.0,20.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,70.0,23.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,73.0,23.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,74.0,22.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,76.0,22.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,78.0,20.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,79.0,20.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,81.0,18.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,81.0,16.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,80.0,15.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,78.0,15.0,0,CL,Continued
1010_73_18_c2_cp1,1010_73_18,1010,10,15,10,77.0,14.0,0,CL,Continued
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,23.0,46.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,21.0,48.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,21.0,50.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,22.0,50.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,23.0,49.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,23.0,48.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,24.0,47.0,2,COL,New
1011_22_48_c11_cp2,1011_22_48,1011,10,4,5,24.0,46.0,2,COL,New
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,79.0,14.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,78.0,15.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,75.0,15.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,74.0,16.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,72.0,16.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,70.0,18.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,69.0,18.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,68.0,19.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,68.0,21.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,80.0,21.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,81.0,20.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,82.0,20.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,84.0,18.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,84.0,16.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,83.0,15.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,82.0,15.0,0,CL,Continued
1011_76_18_c2_cp2,1011_76_18,1011,10,17,8,81.0,14.0,0,CL,Continued
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,100.0,44.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,99.0,45.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,97.0,45.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,96.0,46.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,96.0,48.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,98.0,48.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,99.0,49.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,100.0,48.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,102.0,48.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,103.0,47.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,104.0,47.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,106.0,45.0,1,COH,New
1012_100_46_c14_cp2,1012_100_46,1012,10,11,6,105.0,44.0,1,COH,New
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,82.0,11.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,81.0,12.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,79.0,12.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,77.0,14.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,77.0,15.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,78.0,16.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,82.0,16.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,83.0,15.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,85.0,15.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,87.0,13.0,0,CL,Continued
1012_81_13_c2_cp2,1012_81_13,1012,10,11,6,85.0,11.0,0,CL,Continued
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,24.0,45.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,23.0,46.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,22.0,46.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,20.0,48.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,20.0,49.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,19.0,50.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,19.0,51.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,20.0,52.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,20.0,53.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,21.0,54.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,25.0,54.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,30.0,49.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,30.0,48.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,31.0,47.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,30.0,46.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,27.0,46.0,2,COL,New
1013_24_49_c11_cp2,1013_24_49,1013,10,13,10,26.0,45.0,2,COL,New
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,81.0,11.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,80.0,12.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,78.0,12.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,77.0,13.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,76.0,13.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,74.0,15.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,74.0,18.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,75.0,19.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,81.0,19.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,82.0,18.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,83.0,18.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,87.0,14.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,87.0,12.0,0,CL,Continued
1013_80_15_c2_cp2,1013_80_15,1013,10,14,9,86.0,11.0,0,CL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,22.0,45.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,22.0,47.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,26.0,51.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,31.0,51.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,31.0,50.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,32.0,49.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,32.0,48.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,30.0,46.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,28.0,46.0,2,COL,Continued
1014_27_47_c11_cp2,1014_27_47,1014,10,11,7,27.0,45.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,31.0,49.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,30.0,50.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,32.0,52.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,35.0,52.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,35.0,51.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,36.0,50.0,2,COL,Continued
1015_33_50_c12_cp2,1015_33_50,1015,10,7,4,35.0,49.0,2,COL,Continued
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,52.0,32.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,51.0,33.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,50.0,33.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,48.0,35.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,48.0,38.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,49.0,39.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,50.0,39.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,51.0,38.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,52.0,38.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,54.0,36.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,54.0,35.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,55.0,34.0,0,CL,New
1017_51_35_c7_cp2,1017_51_35,1017,10,8,8,55.0,32.0,0,CL,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,59.0,55.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,58.0,56.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,56.0,56.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,55.0,57.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,54.0,57.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,53.0,58.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,52.0,58.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,49.0,61.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,48.0,61.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,47.0,62.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,47.0,63.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,46.0,64.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,45.0,64.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,44.0,65.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,44.0,68.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,45.0,68.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,46.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,47.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,48.0,68.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,48.0,69.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,48.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,49.0,66.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,50.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,50.0,68.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,51.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,52.0,67.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,53.0,66.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,55.0,66.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,57.0,64.0,1,COH,New
1018_54_61_c15_cp1,1018_54_61,1018,10,21,15,58.0,64.0,1,COH,New
